                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     63,                0.92081,                0.74906,                 1.1532,                0.72757,                0.56522,                0.60996,                0.41885,                 1.2816,                 1.3113,                 1.4324,             0.00056603,             0.00056603,             0.00056603
                     64,                0.93223,                0.73837,                 1.1588,                 0.7169,                0.58158,                 0.6256,                0.43224,                 1.2633,                 1.2079,                 1.4133,             0.00055188,             0.00055188,             0.00055188
                     65,                0.91518,                0.74276,                  1.155,                0.66267,                 0.6122,                0.64296,                0.43929,                  1.268,                 1.2179,                 1.4318,             0.00053773,             0.00053773,             0.00053773
                     66,                0.92837,                0.75657,                 1.1718,                0.69235,                 0.5901,                0.63844,                0.43085,                 1.3029,                 1.2423,                 1.4457,             0.00052359,             0.00052359,             0.00052359
                     67,                0.90481,                 0.7181,                 1.1498,                0.68674,                0.56513,                 0.5998,                0.40747,                 1.3049,                 1.3727,                 1.4373,             0.00050944,             0.00050944,             0.00050944
                     68,                0.91144,                0.72961,                 1.1493,                0.67739,                0.61732,                0.63595,                0.43316,                 1.2724,                 1.2242,                 1.4252,             0.00049529,             0.00049529,             0.00049529
                     69,                0.90537,                0.71311,                 1.1551,                0.72939,                0.59966,                0.64434,                0.44522,                 1.2611,                 1.1916,                 1.4162,             0.00048114,             0.00048114,             0.00048114
                     70,                0.90801,                0.71296,                 1.1519,                0.67093,                0.59969,                0.62865,                0.43877,                 1.2835,                 1.3161,                 1.4443,               0.000467,               0.000467,               0.000467
                     71,                0.91038,                0.69147,                 1.1457,                0.73155,                0.57721,                0.63855,                0.44471,                 1.2518,                 1.1957,                 1.4107,             0.00045285,             0.00045285,             0.00045285
                     72,                0.89565,                0.71847,                 1.1515,                0.67372,                0.60309,                0.63437,                0.44063,                 1.2595,                 1.2411,                 1.4089,              0.0004387,              0.0004387,              0.0004387
                     73,                0.88368,                0.69629,                 1.1311,                0.75243,                0.57421,                0.64215,                 0.4513,                 1.2655,                 1.2346,                  1.415,             0.00042456,             0.00042456,             0.00042456
                     74,                0.89404,                0.69366,                 1.1372,                0.75655,                0.57938,                0.64695,                0.44979,                 1.2263,                 1.1774,                 1.3857,             0.00041041,             0.00041041,             0.00041041
                     75,                0.91015,                0.71996,                 1.1523,                0.76524,                0.56351,                0.62347,                0.43803,                 1.2585,                  1.307,                 1.4188,             0.00039626,             0.00039626,             0.00039626
                     76,                0.85218,                0.67704,                 1.1164,                0.77017,                0.55713,                0.62996,                0.44142,                  1.276,                  1.296,                 1.4288,             0.00038211,             0.00038211,             0.00038211
                     77,                0.85971,                0.66726,                 1.1088,                0.68185,                0.59252,                 0.6239,                0.44143,                 1.2473,                 1.2808,                   1.41,             0.00036797,             0.00036797,             0.00036797
                     78,                0.87728,                0.69703,                 1.1319,                0.71863,                0.58057,                0.61441,                0.43274,                 1.2885,                 1.3395,                 1.4461,             0.00035382,             0.00035382,             0.00035382
                     79,                0.86757,                0.68626,                 1.1306,                0.79391,                 0.5882,                 0.6462,                0.44478,                 1.2575,                 1.2162,                 1.4149,             0.00033967,             0.00033967,             0.00033967
                     80,                0.86366,                0.68074,                 1.1241,                 0.7885,                 0.5855,                0.64162,                0.44752,                 1.2575,                 1.2714,                  1.434,             0.00032553,             0.00032553,             0.00032553
                     81,                0.87685,                0.68321,                 1.1346,                0.76308,                0.58719,                0.64756,                0.45574,                 1.2431,                 1.2291,                 1.4029,             0.00031138,             0.00031138,             0.00031138
                     82,                 0.8571,                0.65538,                 1.1159,                0.80981,                0.55285,                0.63667,                0.44551,                 1.2635,                 1.2496,                 1.4111,             0.00029723,             0.00029723,             0.00029723
                     83,                0.86389,                 0.6614,                 1.1233,                0.70315,                0.59544,                0.63645,                0.44024,                 1.2594,                 1.2585,                 1.4213,             0.00028308,             0.00028308,             0.00028308
                     84,                0.83858,                0.64211,                 1.1154,                0.78549,                0.56413,                0.64183,                0.44935,                 1.2635,                   1.28,                 1.4248,             0.00026894,             0.00026894,             0.00026894
                     85,                0.86275,                0.66475,                 1.1268,                0.69453,                0.61229,                0.63975,                0.44191,                 1.2723,                 1.2578,                 1.4333,             0.00025479,             0.00025479,             0.00025479
                     86,                0.85179,                 0.6542,                 1.1184,                0.64829,                0.61156,                0.62333,                0.43282,                 1.2696,                 1.2823,                  1.419,             0.00024064,             0.00024064,             0.00024064
                     87,                0.85078,                0.64304,                 1.1168,                 0.7447,                0.60153,                0.64835,                0.45281,                 1.2589,                 1.2487,                 1.4126,              0.0002265,              0.0002265,              0.0002265
                     88,                0.83027,                 0.6391,                  1.109,                0.72686,                0.60837,                0.64656,                0.44769,                 1.2527,                 1.2285,                 1.4055,             0.00021235,             0.00021235,             0.00021235
                     89,                0.82962,                 0.6176,                 1.1009,                0.72115,                0.60451,                 0.6439,                0.44747,                  1.266,                 1.2375,                 1.4227,              0.0001982,              0.0001982,              0.0001982
                     90,                0.81606,                0.61178,                 1.0998,                0.75032,                0.59109,                0.64608,                0.44988,                 1.2604,                 1.2341,                 1.4096,             0.00018406,             0.00018406,             0.00018406
                     91,                0.73311,                0.52237,                 1.0383,                0.79283,                0.56873,                 0.6442,                 0.4437,                 1.2632,                 1.1724,                 1.4269,             0.00016991,             0.00016991,             0.00016991
                     92,                0.72543,                  0.513,                 1.0345,                0.73985,                0.58638,                0.64932,                  0.442,                 1.2728,                 1.1737,                 1.4346,             0.00015576,             0.00015576,             0.00015576
                     93,                0.72026,                0.49677,                 1.0338,                 0.7262,                 0.5908,                0.64289,                0.44392,                 1.2824,                 1.1733,                 1.4439,             0.00014161,             0.00014161,             0.00014161
                     94,                0.70688,                0.49371,                 1.0344,                0.79153,                0.56412,                0.64413,                0.44931,                 1.2537,                 1.2002,                 1.4146,             0.00012747,             0.00012747,             0.00012747
                     95,                0.68491,                0.48536,                 1.0219,                0.79275,                0.57886,                0.64789,                0.44634,                 1.2723,                  1.173,                 1.4359,             0.00011332,             0.00011332,             0.00011332
                     96,                0.68636,                 0.4821,                 1.0201,                0.72714,                0.59477,                0.64469,                0.44385,                 1.2825,                 1.2144,                 1.4482,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     97,                0.68335,                0.47451,                 1.0205,                0.75147,                0.56662,                0.63927,                0.44844,                 1.2637,                 1.2081,                 1.4296,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     98,                 0.6753,                0.47328,                 1.0157,                0.74485,                0.59159,                0.65012,                0.45143,                 1.2614,                 1.1886,                 1.4318,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     99,                0.67756,                0.46501,                 1.0089,                0.79318,                0.56172,                0.64843,                0.45125,                 1.2562,                  1.187,                 1.4265,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    100,                0.67154,                0.46698,                 1.0182,                0.68443,                0.60599,                0.64442,                0.44988,                 1.2612,                 1.1931,                  1.432,             4.2584e-05,             4.2584e-05,             4.2584e-05
