                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                 0.9952,                0.87643,                 1.2948,                0.62764,                0.55216,                0.58907,                0.39861,                 1.3267,                 1.3587,                 1.6275,             0.00082067,             0.00082067,             0.00082067
                     46,                0.99599,                0.88297,                 1.2903,                0.62664,                 0.5593,                  0.594,                0.40455,                 1.3438,                 1.3678,                 1.6447,             0.00080653,             0.00080653,             0.00080653
                     47,                 0.9839,                0.86911,                 1.2855,                0.65453,                0.55212,                0.59986,                0.40385,                 1.2977,                 1.2935,                 1.5893,             0.00079238,             0.00079238,             0.00079238
                     48,                0.97307,                0.84503,                 1.2576,                 0.6037,                0.60432,                0.60682,                0.40887,                 1.3337,                 1.3321,                 1.6281,             0.00077823,             0.00077823,             0.00077823
                     49,                0.97977,                0.84806,                 1.2769,                0.70078,                0.57198,                0.62255,                0.42234,                 1.3283,                 1.2629,                 1.6421,             0.00076409,             0.00076409,             0.00076409
                     50,                0.96299,                 0.8121,                 1.2539,                0.86888,                0.51394,                0.60571,                0.41215,                 1.3202,                 1.3156,                 1.6063,             0.00074994,             0.00074994,             0.00074994
                     51,                0.96428,                0.81861,                 1.2707,                0.80594,                0.55006,                0.63021,                0.42047,                  1.302,                  1.284,                  1.602,             0.00073579,             0.00073579,             0.00073579
                     52,                0.98667,                0.85015,                 1.2796,                 0.8333,                0.50333,                0.60173,                0.41038,                 1.2763,                 1.3996,                 1.5764,             0.00072164,             0.00072164,             0.00072164
                     53,                0.95991,                0.81564,                 1.2624,                0.73138,                0.54894,                0.61395,                0.41312,                 1.3148,                 1.2509,                 1.6068,              0.0007075,              0.0007075,              0.0007075
                     54,                0.95004,                0.81192,                 1.2577,                  0.731,                0.53549,                0.60279,                0.40061,                 1.3218,                 1.3432,                 1.6193,             0.00069335,             0.00069335,             0.00069335
                     55,                0.94176,                0.79557,                 1.2442,                0.67411,                0.59887,                0.63429,                0.42378,                 1.3238,                 1.2254,                 1.6284,              0.0006792,              0.0006792,              0.0006792
                     56,                0.93756,                0.78474,                 1.2395,                0.75123,                0.56305,                0.63119,                0.42212,                 1.2984,                 1.2949,                 1.6137,             0.00066506,             0.00066506,             0.00066506
                     57,                0.93737,                0.77898,                 1.2395,                0.71702,                0.55893,                0.60392,                0.40867,                 1.3233,                 1.3842,                 1.6545,             0.00065091,             0.00065091,             0.00065091
                     58,                0.92675,                0.77273,                 1.2404,                0.70976,                0.60534,                0.63985,                0.43498,                 1.2662,                 1.2493,                 1.5645,             0.00063676,             0.00063676,             0.00063676
                     59,                0.92288,                 0.7792,                  1.232,                0.77046,                0.53485,                0.59477,                0.40291,                 1.3148,                 1.4059,                 1.6382,             0.00062262,             0.00062262,             0.00062262
                     60,                0.93723,                0.77713,                  1.233,                0.77124,                0.59716,                0.64265,                0.43437,                 1.2902,                 1.2254,                 1.6168,             0.00060847,             0.00060847,             0.00060847
                     61,                0.90311,                 0.7415,                 1.2245,                0.77331,                0.55738,                0.62511,                0.42324,                 1.2975,                 1.3455,                 1.6028,             0.00059432,             0.00059432,             0.00059432
                     62,                 0.8934,                0.72721,                 1.2135,                 0.7629,                0.57192,                 0.6328,                0.42414,                 1.2956,                 1.2171,                 1.6081,             0.00058017,             0.00058017,             0.00058017
                     63,                0.90975,                0.75171,                 1.2269,                0.71865,                0.52752,                0.59883,                0.40424,                 1.3142,                    1.4,                 1.6503,             0.00056603,             0.00056603,             0.00056603
                     64,                0.90391,                0.74013,                 1.2171,                0.69333,                0.57973,                0.62818,                0.42163,                 1.2941,                  1.258,                 1.5913,             0.00055188,             0.00055188,             0.00055188
                     65,                0.88102,                 0.7265,                 1.2124,                0.72405,                0.59038,                0.62593,                 0.4244,                 1.2904,                 1.2772,                 1.6147,             0.00053773,             0.00053773,             0.00053773
                     66,                0.88868,                0.74923,                 1.2282,                0.67311,                0.59699,                0.63543,                0.42295,                 1.2815,                 1.2599,                 1.6178,             0.00052359,             0.00052359,             0.00052359
                     67,                0.87791,                0.71003,                 1.2056,                0.62838,                0.58683,                0.60867,                0.40922,                 1.3334,                 1.3736,                 1.6541,             0.00050944,             0.00050944,             0.00050944
                     68,                0.88268,                0.72441,                 1.2077,                0.73755,                0.59304,                0.63915,                 0.4284,                 1.2969,                 1.1913,                 1.6275,             0.00049529,             0.00049529,             0.00049529
                     69,                0.87085,                0.70852,                 1.2061,                 0.7475,                0.55313,                0.62147,                0.41618,                 1.3248,                  1.265,                 1.6401,             0.00048114,             0.00048114,             0.00048114
                     70,                0.87634,                0.71714,                 1.2052,                0.65078,                0.59689,                0.61518,                0.41674,                 1.3123,                 1.3646,                 1.6263,               0.000467,               0.000467,               0.000467
                     71,                0.87595,                0.68502,                 1.1953,                0.73598,                0.57597,                0.63126,                0.43234,                  1.311,                 1.2952,                 1.6272,             0.00045285,             0.00045285,             0.00045285
                     72,                0.86603,                0.71356,                 1.2023,                0.75674,                0.55097,                0.62362,                0.41632,                 1.3217,                 1.3169,                 1.6359,              0.0004387,              0.0004387,              0.0004387
                     73,                0.84675,                0.69108,                 1.1852,                0.73159,                0.57019,                0.63233,                0.43335,                 1.2893,                   1.31,                 1.6199,             0.00042456,             0.00042456,             0.00042456
                     74,                0.85251,                0.67546,                 1.1913,                0.69007,                0.60671,                0.63577,                0.43443,                 1.2918,                 1.2524,                 1.6099,             0.00041041,             0.00041041,             0.00041041
                     75,                0.87441,                0.70356,                 1.2009,                0.73301,                0.58224,                0.62606,                0.42782,                 1.3063,                 1.3267,                 1.6025,             0.00039626,             0.00039626,             0.00039626
                     76,                0.82014,                0.65889,                 1.1671,                0.69106,                0.58295,                 0.6283,                0.43057,                 1.3043,                 1.2922,                 1.6116,             0.00038211,             0.00038211,             0.00038211
                     77,                0.82393,                0.65965,                 1.1604,                0.71399,                0.57931,                0.63014,                0.43287,                 1.2639,                   1.29,                 1.5811,             0.00036797,             0.00036797,             0.00036797
                     78,                0.83571,                0.67961,                 1.1826,                0.75051,                0.58232,                0.64163,                0.43541,                  1.282,                 1.2393,                 1.6044,             0.00035382,             0.00035382,             0.00035382
                     79,                0.83407,                0.67362,                  1.186,                0.65371,                 0.6158,                0.62689,                0.43226,                 1.2796,                 1.2852,                 1.6047,             0.00033967,             0.00033967,             0.00033967
                     80,                  0.833,                  0.675,                 1.1719,                0.72355,                0.58169,                 0.6226,                0.42579,                 1.2888,                 1.3248,                 1.6155,             0.00032553,             0.00032553,             0.00032553
                     81,                0.83517,                0.66539,                 1.1824,                0.75268,                  0.565,                0.62009,                0.42892,                 1.2827,                  1.342,                 1.6058,             0.00031138,             0.00031138,             0.00031138
                     82,                0.81726,                0.64337,                 1.1675,                0.74919,                0.58728,                0.64517,                0.44293,                 1.2672,                 1.2209,                  1.596,             0.00029723,             0.00029723,             0.00029723
                     83,                0.82121,                0.65171,                 1.1722,                0.75523,                0.57237,                0.63326,                0.43288,                 1.2669,                 1.2886,                 1.5945,             0.00028308,             0.00028308,             0.00028308
                     84,                0.80417,                0.62917,                 1.1655,                 0.7218,                0.58323,                0.63438,                0.43595,                 1.2753,                 1.3212,                 1.6076,             0.00026894,             0.00026894,             0.00026894
                     85,                0.82464,                0.65801,                 1.1719,                 0.6703,                0.60592,                0.63702,                0.43526,                 1.2781,                 1.2584,                 1.6128,             0.00025479,             0.00025479,             0.00025479
                     86,                0.80335,                0.63598,                 1.1628,                0.68998,                0.57789,                0.61939,                0.43247,                 1.2617,                 1.3095,                 1.5818,             0.00024064,             0.00024064,             0.00024064
                     87,                0.80909,                0.63292,                 1.1668,                0.73308,                0.60083,                0.64794,                0.44378,                 1.2897,                 1.2176,                 1.6054,              0.0002265,              0.0002265,              0.0002265
                     88,                0.78768,                0.61816,                 1.1504,                0.71974,                 0.5845,                0.64043,                0.44118,                  1.271,                 1.2482,                  1.586,             0.00021235,             0.00021235,             0.00021235
                     89,                0.78091,                0.60286,                 1.1376,                0.76069,                 0.5871,                0.64604,                0.44508,                 1.2751,                 1.2703,                 1.6026,              0.0001982,              0.0001982,              0.0001982
                     90,                0.76681,                0.59711,                 1.1399,                0.75527,                 0.5812,                0.63869,                0.44026,                 1.2783,                 1.2599,                 1.6004,             0.00018406,             0.00018406,             0.00018406
                     91,                0.71291,                0.52725,                 1.1127,                0.74741,                0.56794,                0.62729,                0.42912,                  1.287,                 1.2314,                 1.6206,             0.00016991,             0.00016991,             0.00016991
                     92,                0.69275,                0.50409,                 1.1006,                0.74301,                0.59094,                0.64416,                0.44256,                 1.2748,                 1.1896,                 1.5924,             0.00015576,             0.00015576,             0.00015576
                     93,                0.68178,                0.48766,                 1.0965,                0.76733,                0.57526,                0.64739,                0.44517,                 1.2764,                 1.1864,                 1.5949,             0.00014161,             0.00014161,             0.00014161
                     94,                0.66571,                0.48587,                 1.0824,                0.76567,                0.58141,                0.63654,                0.43447,                 1.2734,                 1.2022,                 1.5965,             0.00012747,             0.00012747,             0.00012747
                     95,                0.65635,                0.48095,                 1.0763,                0.70581,                0.60038,                0.63446,                0.43495,                 1.2955,                  1.245,                 1.6183,             0.00011332,             0.00011332,             0.00011332
                     96,                0.65555,                0.47425,                 1.0773,                0.72281,                0.58357,                0.63292,                0.43559,                 1.2768,                 1.2435,                 1.6017,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     97,                0.65483,                0.46723,                 1.0821,                0.76115,                0.57548,                 0.6382,                0.44209,                  1.279,                 1.2194,                 1.5967,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     98,                0.63913,                0.45542,                  1.069,                0.75995,                0.57112,                0.63359,                0.43931,                 1.2737,                 1.2281,                 1.6048,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     99,                0.63426,                0.44876,                  1.059,                0.70539,                0.59551,                0.63354,                0.44101,                 1.2742,                 1.2199,                 1.6038,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    100,                0.63052,                0.45513,                 1.0687,                0.76784,                0.57536,                0.63537,                0.44339,                 1.2684,                 1.2116,                 1.5986,             4.2584e-05,             4.2584e-05,             4.2584e-05
