                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 1.1585,                 1.0141,                 1.3172,                0.80922,                0.78322,                0.85718,                0.52032,                 1.2795,                 1.0754,                 1.4718,              0.0014456,              0.0014456,              0.0014456
                     17,                 1.1483,                  1.014,                 1.3327,                0.85056,                0.75291,                0.84925,                0.54092,                 1.2184,                 0.9999,                 1.4061,               0.001406,               0.001406,               0.001406
                     18,                 1.1454,                0.99152,                 1.3068,                0.80342,                0.78788,                0.83039,                0.52315,                 1.2088,                 1.0308,                 1.3976,              0.0013664,              0.0013664,              0.0013664
                     19,                 1.1402,                0.97962,                 1.3057,                0.85919,                0.75058,                0.86137,                0.54397,                 1.2113,                 1.0023,                 1.3917,              0.0013268,              0.0013268,              0.0013268
                     20,                 1.1374,                 0.9396,                 1.3059,                 0.8715,                0.72028,                0.83566,                0.54545,                 1.1793,                 1.0113,                 1.3766,              0.0012872,              0.0012872,              0.0012872
                     21,                 1.1473,                0.91996,                 1.2945,                0.79696,                0.79487,                0.85236,                0.54826,                 1.1885,                0.99168,                 1.3779,              0.0012476,              0.0012476,              0.0012476
                     22,                  1.127,                0.92779,                 1.3092,                0.84705,                0.77156,                0.84256,                0.55903,                 1.1638,                0.95445,                 1.3728,               0.001208,               0.001208,               0.001208
                     23,                 1.0911,                0.88425,                 1.2677,                0.87263,                0.78089,                0.84765,                0.55928,                 1.1619,                0.92678,                 1.3771,              0.0011684,              0.0011684,              0.0011684
                     24,                 1.0951,                0.87858,                 1.2753,                0.83226,                0.79953,                0.86782,                0.57798,                 1.1612,                 0.9012,                 1.3772,              0.0011288,              0.0011288,              0.0011288
                     25,                  1.108,                0.88144,                 1.2811,                0.84522,                0.75758,                 0.8439,                0.54928,                 1.2033,                0.96348,                 1.3954,              0.0010892,              0.0010892,              0.0010892
                     26,                 1.0832,                 0.8493,                 1.2723,                0.87462,                0.82284,                0.88164,                  0.594,                 1.1791,                0.83534,                 1.3803,              0.0010496,              0.0010496,              0.0010496
                     27,                 1.0762,                0.85136,                 1.2621,                0.81353,                0.71329,                0.77943,                0.48449,                 1.2815,                 1.1136,                 1.4991,                0.00101,                0.00101,                0.00101
                     28,                 1.0621,                0.82712,                 1.2581,                0.89504,                0.81585,                0.89353,                0.60573,                 1.0974,                0.84921,                 1.3013,              0.0009704,              0.0009704,              0.0009704
                     29,                 1.0296,                0.81148,                  1.247,                0.88316,                0.85315,                0.91766,                0.62039,                 1.1054,                0.79488,                 1.3077,              0.0009308,              0.0009308,              0.0009308
                     30,                 1.0217,                 0.7941,                 1.2317,                0.87823,                0.79014,                0.88867,                 0.5907,                 1.1051,                0.81419,                 1.3166,              0.0008912,              0.0008912,              0.0008912
                     31,                  1.039,                0.77079,                 1.2412,                0.90991,                0.82402,                0.90391,                0.61558,                 1.0842,                 0.7815,                  1.294,              0.0008516,              0.0008516,              0.0008516
                     32,                 1.0321,                0.76866,                 1.2338,                 0.8704,                 0.8042,                0.89164,                0.60966,                 1.1475,                0.78831,                 1.3538,               0.000812,               0.000812,               0.000812
                     33,                0.98668,                0.75748,                 1.2142,                0.91104,                0.81164,                0.90835,                0.60371,                 1.1636,                0.75681,                 1.3621,              0.0007724,              0.0007724,              0.0007724
                     34,                 1.0122,                0.75104,                   1.22,                0.90264,                0.82051,                 0.9019,                0.61088,                 1.1155,                0.78954,                 1.3118,              0.0007328,              0.0007328,              0.0007328
                     35,                0.99228,                0.74776,                 1.2078,                0.89399,                 0.8345,                0.90144,                0.58382,                 1.1906,                0.79317,                 1.4015,              0.0006932,              0.0006932,              0.0006932
                     36,                  1.003,                0.74655,                 1.2186,                0.91135,                 0.8387,                0.89822,                0.62246,                 1.1035,                0.74317,                 1.3016,              0.0006536,              0.0006536,              0.0006536
                     37,                 0.9688,                0.70956,                 1.1999,                0.93486,                0.83636,                0.91164,                 0.6215,                  1.104,                0.74649,                 1.2974,               0.000614,               0.000614,               0.000614
                     38,                0.97737,                0.69828,                 1.1962,                0.86332,                0.84382,                 0.8972,                0.60814,                 1.0896,                0.78049,                  1.298,              0.0005744,              0.0005744,              0.0005744
                     39,                0.97365,                0.70498,                 1.2098,                0.91521,                0.82517,                0.90621,                 0.6276,                 1.0802,                0.74373,                 1.2817,              0.0005348,              0.0005348,              0.0005348
                     40,                0.94947,                0.70721,                  1.209,                0.89963,                0.83574,                0.88592,                0.61184,                 1.1133,                0.79382,                 1.3184,              0.0004952,              0.0004952,              0.0004952
                     41,                0.92903,                0.65603,                 1.1625,                0.89908,                0.82517,                0.88994,                0.60558,                  1.106,                0.79186,                 1.3205,              0.0004556,              0.0004556,              0.0004556
                     42,                0.89888,                0.61925,                 1.1596,                0.92942,                0.82872,                0.90592,                0.62145,                 1.0774,                0.75916,                 1.3009,               0.000416,               0.000416,               0.000416
                     43,                0.89994,                 0.5858,                 1.1429,                0.87821,                0.84041,                0.88653,                0.61157,                 1.1086,                0.80847,                 1.3333,              0.0003764,              0.0003764,              0.0003764
                     44,                0.88902,                0.60267,                 1.1437,                0.91094,                0.83444,                0.89868,                0.61176,                  1.086,                0.77037,                 1.3018,              0.0003368,              0.0003368,              0.0003368
                     45,                0.86861,                0.56137,                 1.1343,                 0.8624,                0.84738,                0.89129,                0.61034,                 1.0779,                0.78077,                 1.2958,              0.0002972,              0.0002972,              0.0002972
                     46,                0.87301,                0.56445,                 1.1351,                0.88622,                0.83515,                0.89966,                0.61423,                 1.0822,                0.76859,                 1.2969,              0.0002576,              0.0002576,              0.0002576
                     47,                 0.8419,                0.53838,                 1.1189,                0.88757,                0.84646,                0.90133,                0.63338,                  1.058,                0.73193,                  1.273,               0.000218,               0.000218,               0.000218
                     48,                0.84393,                0.51887,                  1.112,                0.90807,                0.82895,                 0.9002,                0.62008,                 1.0873,                0.74725,                  1.307,              0.0001784,              0.0001784,              0.0001784
                     49,                0.82566,                0.54316,                  1.126,                0.92373,                0.81867,                0.90135,                0.62783,                 1.0571,                0.74229,                 1.2808,              0.0001388,              0.0001388,              0.0001388
                     50,                0.83344,                0.51557,                 1.1112,                0.90534,                0.84717,                 0.9011,                0.62926,                 1.0643,                0.74916,                 1.2945,               9.92e-05,               9.92e-05,               9.92e-05
