                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                 1.1783,                 1.0689,                 1.3476,                0.71451,                0.51194,                0.57568,                0.35436,                 1.4159,                 1.2477,                  1.536,             0.00090785,             0.00090785,             0.00090785
                     26,                 1.1529,                 1.0391,                 1.3443,                0.70275,                0.50459,                0.56744,                0.34755,                 1.3663,                 1.2977,                 1.5216,             0.00087484,             0.00087484,             0.00087484
                     27,                 1.1486,                 1.0436,                 1.3395,                0.53167,                0.51706,                0.51383,                0.32225,                 1.3699,                 1.3991,                 1.5396,             0.00084184,             0.00084184,             0.00084184
                     28,                 1.1221,                0.99363,                 1.3082,                0.60294,                0.57406,                0.59862,                0.37936,                 1.3442,                 1.2497,                 1.4855,             0.00080883,             0.00080883,             0.00080883
                     29,                  1.123,                 1.0101,                 1.3161,                0.62705,                0.49571,                0.55403,                0.34815,                 1.3781,                 1.2943,                 1.5119,             0.00077582,             0.00077582,             0.00077582
                     30,                 1.1235,                  0.983,                 1.3191,                0.61386,                0.54719,                0.56558,                0.36524,                 1.3521,                 1.2189,                 1.4865,             0.00074282,             0.00074282,             0.00074282
                     31,                 1.1106,                 1.0005,                 1.3245,                0.66809,                0.50282,                  0.566,                 0.3439,                 1.3832,                 1.3319,                 1.5282,             0.00070981,             0.00070981,             0.00070981
                     32,                 1.1073,                0.99049,                 1.3217,                0.56173,                0.54872,                0.54992,                0.35382,                 1.3621,                 1.3456,                 1.5229,              0.0006768,              0.0006768,              0.0006768
                     33,                  1.076,                0.97382,                 1.2973,                0.65227,                0.55053,                0.58023,                0.38034,                 1.3205,                 1.2265,                 1.4769,              0.0006438,              0.0006438,              0.0006438
                     34,                 1.0959,                0.98303,                 1.3175,                0.75071,                0.54242,                0.59898,                0.38418,                 1.3412,                 1.2275,                 1.4892,             0.00061079,             0.00061079,             0.00061079
                     35,                 1.0698,                0.93834,                 1.2816,                0.60978,                0.57121,                0.57352,                0.36967,                  1.336,                 1.2797,                 1.4941,             0.00057778,             0.00057778,             0.00057778
                     36,                 1.0884,                0.92618,                 1.3112,                0.70537,                0.53947,                0.58852,                0.38316,                 1.3086,                 1.1642,                 1.4683,             0.00054478,             0.00054478,             0.00054478
                     37,                 1.0902,                0.93495,                  1.296,                0.64845,                 0.5359,                0.55464,                 0.3652,                 1.3058,                 1.2047,                 1.4813,             0.00051177,             0.00051177,             0.00051177
                     38,                 1.0543,                0.91851,                  1.291,                0.60882,                 0.5695,                0.59124,                0.38081,                 1.3346,                 1.1848,                 1.4915,             0.00047876,             0.00047876,             0.00047876
                     39,                 1.0561,                0.90443,                 1.2959,                0.58951,                0.55221,                0.56237,                0.37482,                 1.3024,                 1.2658,                 1.4604,             0.00044576,             0.00044576,             0.00044576
                     40,                 1.0754,                0.92127,                 1.2935,                0.59093,                0.56918,                0.56548,                0.37158,                   1.31,                 1.2415,                 1.4833,             0.00041275,             0.00041275,             0.00041275
                     41,                 1.0294,                0.89696,                 1.2781,                0.60063,                0.57438,                0.57075,                 0.3641,                 1.3158,                 1.2123,                 1.4929,             0.00037974,             0.00037974,             0.00037974
                     42,                 1.0243,                0.85647,                 1.2744,                0.60567,                0.58435,                0.58955,                0.38655,                 1.2865,                 1.1424,                 1.4486,             0.00034674,             0.00034674,             0.00034674
                     43,                 0.9914,                0.84443,                 1.2554,                0.66688,                0.58942,                0.61591,                0.39132,                 1.2971,                 1.1136,                 1.4589,             0.00031373,             0.00031373,             0.00031373
                     44,                0.97123,                0.80286,                 1.2342,                 0.6514,                0.58498,                0.61511,                 0.3979,                 1.2795,                 1.0852,                 1.4434,             0.00028072,             0.00028072,             0.00028072
                     45,                0.95679,                0.77768,                 1.2227,                0.66103,                0.58379,                0.61391,                0.39042,                 1.3045,                 1.1127,                 1.4615,             0.00024772,             0.00024772,             0.00024772
                     46,                 0.9526,                0.78699,                   1.23,                0.72461,                0.55497,                0.60199,                0.39151,                 1.2741,                 1.1594,                 1.4452,             0.00021471,             0.00021471,             0.00021471
                     47,                0.94873,                0.76055,                 1.2323,                0.80733,                0.54964,                0.60986,                0.39654,                  1.285,                 1.1259,                  1.448,              0.0001817,              0.0001817,              0.0001817
                     48,                0.94319,                0.76312,                 1.2202,                0.66091,                0.57969,                0.60174,                0.39138,                 1.2793,                 1.1248,                 1.4523,              0.0001487,              0.0001487,              0.0001487
                     49,                0.93117,                 0.7616,                 1.2215,                 0.7661,                0.54194,                0.61716,                0.39515,                 1.2834,                 1.1012,                 1.4565,             0.00011569,             0.00011569,             0.00011569
                     50,                0.93368,                0.73296,                 1.2209,                0.74691,                0.55851,                0.60806,                0.39509,                 1.2783,                 1.1052,                 1.4523,             8.2683e-05,             8.2683e-05,             8.2683e-05
