                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                  1.199,                 1.2481,                 1.3403,                0.73922,                 0.5241,                0.59483,                0.39453,                 1.3469,                 1.4083,                 1.4955,              0.0010612,              0.0010612,              0.0010612
                     16,                 1.1947,                 1.1737,                 1.3352,                0.74454,                0.49443,                0.57174,                0.38348,                  1.354,                 1.4838,                 1.4785,              0.0010329,              0.0010329,              0.0010329
                     17,                 1.1949,                 1.1684,                 1.3312,                0.65207,                0.51689,                0.55822,                0.37944,                 1.3225,                 1.4805,                 1.4722,              0.0010046,              0.0010046,              0.0010046
                     18,                 1.1548,                 1.1255,                 1.3113,                0.76279,                 0.4828,                0.57823,                0.39819,                 1.2996,                 1.4266,                 1.4425,             0.00097629,             0.00097629,             0.00097629
                     19,                 1.1506,                 1.1127,                 1.3011,                  0.656,                0.52132,                0.55959,                0.38582,                 1.2886,                 1.4292,                 1.4515,               0.000948,               0.000948,               0.000948
                     20,                 1.1597,                 1.0921,                 1.3088,                0.78933,                0.50299,                 0.5461,                0.35974,                 1.3641,                 1.5723,                 1.5188,              0.0009197,              0.0009197,              0.0009197
                     21,                 1.1324,                 1.0925,                 1.2948,                0.79618,                 0.4964,                0.58602,                0.38932,                 1.3344,                 1.4205,                 1.4602,             0.00089141,             0.00089141,             0.00089141
                     22,                 1.1299,                 1.0817,                 1.2922,                0.66708,                0.52251,                0.58725,                0.38698,                 1.3465,                 1.3791,                 1.4643,             0.00086312,             0.00086312,             0.00086312
                     23,                  1.142,                 1.0682,                 1.3013,                0.73916,                0.53864,                0.60465,                0.40727,                 1.3038,                 1.3231,                  1.455,             0.00083482,             0.00083482,             0.00083482
                     24,                 1.1086,                 1.0376,                 1.2767,                0.58944,                0.57936,                0.59412,                0.40925,                 1.2848,                 1.3205,                 1.4323,             0.00080653,             0.00080653,             0.00080653
                     25,                 1.0849,                 1.0151,                 1.2667,                0.69076,                0.54387,                0.58865,                 0.4036,                 1.3186,                 1.3497,                 1.4615,             0.00077823,             0.00077823,             0.00077823
                     26,                 1.0861,                 0.9807,                 1.2574,                0.56488,                0.57317,                 0.5762,                0.38462,                 1.3129,                 1.3449,                   1.44,             0.00074994,             0.00074994,             0.00074994
                     27,                  1.085,                 1.0029,                 1.2569,                0.66871,                0.50915,                0.57142,                0.40032,                 1.3128,                 1.3878,                 1.4705,             0.00072164,             0.00072164,             0.00072164
                     28,                  1.061,                0.96459,                 1.2507,                0.65058,                0.52726,                0.58374,                0.40402,                 1.2931,                 1.3279,                 1.4495,             0.00069335,             0.00069335,             0.00069335
                     29,                 1.0549,                0.94513,                 1.2431,                0.68218,                0.54507,                0.59722,                0.40779,                 1.2985,                 1.3107,                 1.4573,             0.00066506,             0.00066506,             0.00066506
                     30,                 1.0691,                0.96282,                 1.2584,                0.72581,                0.52354,                0.59539,                0.39922,                  1.308,                 1.3468,                  1.438,             0.00063676,             0.00063676,             0.00063676
                     31,                 1.0357,                0.91235,                  1.237,                0.71942,                0.50055,                0.58218,                 0.4039,                 1.2863,                 1.3786,                 1.4384,             0.00060847,             0.00060847,             0.00060847
                     32,                 1.0377,                0.92535,                 1.2363,                0.75362,                0.53762,                0.60205,                0.41405,                 1.3128,                 1.2607,                 1.4598,             0.00058017,             0.00058017,             0.00058017
                     33,                 1.0363,                0.89241,                 1.2299,                0.57819,                0.59596,                0.59475,                0.41237,                 1.2876,                 1.2865,                  1.417,             0.00055188,             0.00055188,             0.00055188
                     34,                 1.0276,                0.88927,                 1.2237,                0.73789,                0.56346,                0.61363,                0.42652,                 1.2742,                 1.2946,                 1.4329,             0.00052359,             0.00052359,             0.00052359
                     35,                 1.0126,                0.87675,                 1.2213,                0.76109,                0.53166,                0.60602,                0.41264,                 1.2886,                  1.298,                 1.4376,             0.00049529,             0.00049529,             0.00049529
                     36,                 1.0045,                0.87429,                  1.207,                0.72638,                0.55048,                0.59639,                0.41844,                 1.2882,                 1.3173,                 1.4339,               0.000467,               0.000467,               0.000467
                     37,                 1.0003,                0.84262,                 1.1983,                0.60631,                0.60664,                0.61098,                0.42422,                 1.2447,                 1.2678,                 1.4079,              0.0004387,              0.0004387,              0.0004387
                     38,                0.98433,                0.82813,                 1.1993,                0.69748,                0.55024,                0.60029,                 0.4207,                 1.2796,                 1.2883,                 1.4261,             0.00041041,             0.00041041,             0.00041041
                     39,                0.97053,                0.81231,                 1.1924,                0.76581,                0.54078,                0.61192,                0.41826,                 1.2824,                 1.2651,                 1.4407,             0.00038211,             0.00038211,             0.00038211
                     40,                0.96206,                0.81092,                  1.181,                0.72322,                0.57497,                0.61432,                0.43085,                 1.2636,                 1.2752,                 1.4182,             0.00035382,             0.00035382,             0.00035382
                     41,                0.88846,                0.71555,                 1.1351,                  0.744,                0.55247,                 0.6132,                0.42258,                 1.2681,                 1.2371,                 1.4275,             0.00032553,             0.00032553,             0.00032553
                     42,                0.86832,                0.68751,                 1.1239,                0.66573,                0.56892,                0.60823,                 0.4245,                 1.2433,                 1.2256,                 1.3947,             0.00029723,             0.00029723,             0.00029723
                     43,                0.86135,                0.66684,                  1.112,                0.64386,                0.60306,                0.61992,                0.42436,                 1.2798,                 1.2234,                 1.4344,             0.00026894,             0.00026894,             0.00026894
                     44,                0.84119,                0.63151,                 1.1041,                0.71083,                0.55266,                0.60597,                0.41854,                 1.2528,                   1.28,                 1.4017,             0.00024064,             0.00024064,             0.00024064
                     45,                0.83092,                0.63405,                 1.1068,                0.76275,                0.56784,                0.61749,                0.42739,                 1.2618,                 1.2638,                 1.4093,             0.00021235,             0.00021235,             0.00021235
                     46,                0.82762,                0.61567,                 1.0934,                0.66414,                 0.5796,                0.60879,                0.42951,                  1.258,                 1.2794,                 1.4157,             0.00018406,             0.00018406,             0.00018406
                     47,                0.80762,                0.60404,                 1.0815,                 0.6803,                0.59033,                0.61911,                0.42472,                 1.2611,                 1.2426,                 1.4127,             0.00015576,             0.00015576,             0.00015576
                     48,                0.79222,                0.59442,                   1.08,                0.79656,                0.56393,                0.62751,                0.43578,                  1.258,                  1.233,                 1.3981,             0.00012747,             0.00012747,             0.00012747
                     49,                0.79551,                0.59889,                  1.082,                0.70688,                0.57847,                0.62931,                0.44088,                 1.2418,                 1.1986,                 1.3887,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     50,                   0.78,                0.57843,                 1.0681,                0.80001,                0.54904,                0.62481,                 0.4383,                 1.2391,                 1.2424,                 1.3915,             7.0878e-05,             7.0878e-05,             7.0878e-05
